Date,Demand,Product_Product B,Product_Product C,Demand(t-1),Demand(t-2),Year,Month,DayOfWeek,Product_Product B * Demand,Product_Product C * Demand
2020-12-02,131,True,False,53.0,153.0,2020,12,2,131,0
2020-12-02,61,False,True,131.0,53.0,2020,12,2,0,61
2020-12-03,77,False,False,61.0,131.0,2020,12,3,0,0
2020-12-03,151,True,False,77.0,61.0,2020,12,3,151,0
2020-12-03,50,False,True,151.0,77.0,2020,12,3,0,50
2020-12-04,102,False,False,50.0,151.0,2020,12,4,0,0
2020-12-04,197,True,False,102.0,50.0,2020,12,4,197,0
2020-12-04,51,False,True,197.0,102.0,2020,12,4,0,51
2020-12-05,70,False,True,51.0,197.0,2020,12,5,0,70
2020-12-05,88,False,False,70.0,51.0,2020,12,5,0,0
2020-12-05,151,True,False,88.0,70.0,2020,12,5,151,0
2020-12-06,58,True,False,151.0,88.0,2020,12,6,58,0
2020-12-06,154,False,True,58.0,151.0,2020,12,6,0,154
2020-12-06,149,False,False,154.0,58.0,2020,12,6,0,0
2020-12-07,157,False,True,149.0,154.0,2020,12,0,0,157
2020-12-07,51,True,False,157.0,149.0,2020,12,0,51,0
2020-12-07,167,False,False,51.0,157.0,2020,12,0,0,0
2020-12-08,61,False,False,167.0,51.0,2020,12,1,0,0
2020-12-08,160,True,False,61.0,167.0,2020,12,1,160,0
2020-12-08,90,False,True,160.0,61.0,2020,12,1,0,90
2020-12-09,116,False,False,90.0,160.0,2020,12,2,0,0
2020-12-09,176,True,False,116.0,90.0,2020,12,2,176,0
2020-12-09,129,False,True,176.0,116.0,2020,12,2,0,129
2020-12-10,69,False,False,129.0,176.0,2020,12,3,0,0
2020-12-10,85,True,False,69.0,129.0,2020,12,3,85,0
2020-12-10,191,False,True,85.0,69.0,2020,12,3,0,191
2020-12-11,200,False,False,191.0,85.0,2020,12,4,0,0
2020-12-11,191,True,False,200.0,191.0,2020,12,4,191,0
2020-12-11,105,False,True,191.0,200.0,2020,12,4,0,105
2020-12-12,184,True,False,105.0,191.0,2020,12,5,184,0
2020-12-12,57,False,True,184.0,105.0,2020,12,5,0,57
2020-12-12,179,False,False,57.0,184.0,2020,12,5,0,0
2020-12-13,93,False,False,179.0,57.0,2020,12,6,0,0
2020-12-13,116,True,False,93.0,179.0,2020,12,6,116,0
2020-12-13,105,False,True,116.0,93.0,2020,12,6,0,105
2020-12-14,54,False,False,105.0,116.0,2020,12,0,0,0
2020-12-14,151,True,False,54.0,105.0,2020,12,0,151,0
2020-12-14,68,False,True,151.0,54.0,2020,12,0,0,68
2020-12-15,133,True,False,68.0,151.0,2020,12,1,133,0
2020-12-15,196,False,False,133.0,68.0,2020,12,1,0,0
2020-12-15,88,False,True,196.0,133.0,2020,12,1,0,88
2020-12-16,82,False,False,88.0,196.0,2020,12,2,0,0
2020-12-16,154,True,False,82.0,88.0,2020,12,2,154,0
2020-12-16,99,False,True,154.0,82.0,2020,12,2,0,99
2020-12-17,143,True,False,99.0,154.0,2020,12,3,143,0
2020-12-17,165,False,True,143.0,99.0,2020,12,3,0,165
2020-12-17,133,False,False,165.0,143.0,2020,12,3,0,0
2020-12-18,149,False,True,133.0,165.0,2020,12,4,0,149
2020-12-18,62,True,False,149.0,133.0,2020,12,4,62,0
2020-12-18,68,False,False,62.0,149.0,2020,12,4,0,0
2020-12-19,59,False,False,68.0,62.0,2020,12,5,0,0
2020-12-19,102,True,False,59.0,68.0,2020,12,5,102,0
2020-12-19,62,False,True,102.0,59.0,2020,12,5,0,62
2020-12-20,99,False,False,62.0,102.0,2020,12,6,0,0
2020-12-20,155,True,False,99.0,62.0,2020,12,6,155,0
2020-12-20,79,False,True,155.0,99.0,2020,12,6,0,79
2020-12-21,127,False,False,79.0,155.0,2020,12,0,0,0
2020-12-21,141,True,False,127.0,79.0,2020,12,0,141,0
2020-12-21,188,False,True,141.0,127.0,2020,12,0,0,188
2020-12-22,115,False,True,188.0,141.0,2020,12,1,0,115
2020-12-22,91,False,False,115.0,188.0,2020,12,1,0,0
2020-12-22,141,True,False,91.0,115.0,2020,12,1,141,0
2020-12-23,109,False,True,141.0,91.0,2020,12,2,0,109
2020-12-23,80,True,False,109.0,141.0,2020,12,2,80,0
2020-12-23,68,False,False,80.0,109.0,2020,12,2,0,0
2020-12-24,148,False,False,68.0,80.0,2020,12,3,0,0
2020-12-24,166,True,False,148.0,68.0,2020,12,3,166,0
2020-12-24,72,False,True,166.0,148.0,2020,12,3,0,72
2020-12-25,101,False,False,72.0,166.0,2020,12,4,0,0
2020-12-25,52,True,False,101.0,72.0,2020,12,4,52,0
2020-12-25,79,False,True,52.0,101.0,2020,12,4,0,79
2020-12-26,65,False,True,79.0,52.0,2020,12,5,0,65
2020-12-26,196,False,False,65.0,79.0,2020,12,5,0,0
2020-12-26,94,True,False,196.0,65.0,2020,12,5,94,0
2020-12-27,51,True,False,94.0,196.0,2020,12,6,51,0
2020-12-27,161,False,True,51.0,94.0,2020,12,6,0,161
2020-12-27,79,False,False,161.0,51.0,2020,12,6,0,0
2020-12-28,79,True,False,79.0,161.0,2020,12,0,79,0
2020-12-28,96,False,True,79.0,79.0,2020,12,0,0,96
2020-12-28,53,False,False,96.0,79.0,2020,12,0,0,0
2020-12-29,126,True,False,53.0,96.0,2020,12,1,126,0
2020-12-29,91,False,True,126.0,53.0,2020,12,1,0,91
2020-12-29,83,False,False,91.0,126.0,2020,12,1,0,0
2020-12-30,108,True,False,83.0,91.0,2020,12,2,108,0
2020-12-30,60,False,True,108.0,83.0,2020,12,2,0,60
2020-12-30,160,False,False,60.0,108.0,2020,12,2,0,0
2020-12-31,80,False,True,160.0,60.0,2020,12,3,0,80
2020-12-31,141,True,False,80.0,160.0,2020,12,3,141,0
2020-12-31,96,False,False,141.0,80.0,2020,12,3,0,0
2021-01-01,135,False,False,96.0,141.0,2021,1,4,0,0
2021-01-01,56,True,False,135.0,96.0,2021,1,4,56,0
2021-01-01,178,False,True,56.0,135.0,2021,1,4,0,178
2021-01-02,191,False,False,178.0,56.0,2021,1,5,0,0
2021-01-02,180,True,False,191.0,178.0,2021,1,5,180,0
2021-01-02,160,False,True,180.0,191.0,2021,1,5,0,160
2021-01-03,55,False,False,160.0,180.0,2021,1,6,0,0
2021-01-03,190,True,False,55.0,160.0,2021,1,6,190,0
2021-01-03,153,False,True,190.0,55.0,2021,1,6,0,153
2021-01-04,200,False,False,153.0,190.0,2021,1,0,0,0
2021-01-04,59,True,False,200.0,153.0,2021,1,0,59,0
2021-01-04,158,False,True,59.0,200.0,2021,1,0,0,158
2021-01-05,177,True,False,158.0,59.0,2021,1,1,177,0
2021-01-05,67,False,True,177.0,158.0,2021,1,1,0,67
2021-01-05,83,False,False,67.0,177.0,2021,1,1,0,0
2021-01-06,95,False,False,83.0,67.0,2021,1,2,0,0
2021-01-06,183,True,False,95.0,83.0,2021,1,2,183,0
2021-01-06,104,False,True,183.0,95.0,2021,1,2,0,104
2021-01-07,143,False,False,104.0,183.0,2021,1,3,0,0
2021-01-07,122,True,False,143.0,104.0,2021,1,3,122,0
2021-01-07,185,False,True,122.0,143.0,2021,1,3,0,185
2021-01-08,160,True,False,185.0,122.0,2021,1,4,160,0
2021-01-08,179,False,False,160.0,185.0,2021,1,4,0,0
2021-01-08,197,False,True,179.0,160.0,2021,1,4,0,197
2021-01-09,193,False,False,197.0,179.0,2021,1,5,0,0
2021-01-09,169,True,False,193.0,197.0,2021,1,5,169,0
2021-01-09,132,False,True,169.0,193.0,2021,1,5,0,132
2021-01-10,120,True,False,132.0,169.0,2021,1,6,120,0
2021-01-10,131,False,True,120.0,132.0,2021,1,6,0,131
2021-01-10,128,False,False,131.0,120.0,2021,1,6,0,0
2021-01-11,100,False,True,128.0,131.0,2021,1,0,0,100
2021-01-11,126,True,False,100.0,128.0,2021,1,0,126,0
2021-01-11,84,False,False,126.0,100.0,2021,1,0,0,0
2021-01-12,158,False,False,84.0,126.0,2021,1,1,0,0
2021-01-12,160,True,False,158.0,84.0,2021,1,1,160,0
2021-01-12,101,False,True,160.0,158.0,2021,1,1,0,101
2021-01-13,195,False,False,101.0,160.0,2021,1,2,0,0
2021-01-13,130,True,False,195.0,101.0,2021,1,2,130,0
2021-01-13,122,False,True,130.0,195.0,2021,1,2,0,122
2021-01-14,131,False,False,122.0,130.0,2021,1,3,0,0
2021-01-14,128,True,False,131.0,122.0,2021,1,3,128,0
2021-01-14,171,False,True,128.0,131.0,2021,1,3,0,171
2021-01-15,131,False,False,171.0,128.0,2021,1,4,0,0
2021-01-15,71,True,False,131.0,171.0,2021,1,4,71,0
2021-01-15,91,False,True,71.0,131.0,2021,1,4,0,91
2021-01-16,176,True,False,91.0,71.0,2021,1,5,176,0
2021-01-16,52,False,True,176.0,91.0,2021,1,5,0,52
2021-01-16,100,False,False,52.0,176.0,2021,1,5,0,0
2021-01-17,147,False,False,100.0,52.0,2021,1,6,0,0
2021-01-17,170,True,False,147.0,100.0,2021,1,6,170,0
2021-01-17,101,False,True,170.0,147.0,2021,1,6,0,101
2021-01-18,67,False,False,101.0,170.0,2021,1,0,0,0
2021-01-18,106,True,False,67.0,101.0,2021,1,0,106,0
2021-01-18,107,False,True,106.0,67.0,2021,1,0,0,107
2021-01-19,62,True,False,107.0,106.0,2021,1,1,62,0
2021-01-19,199,False,False,62.0,107.0,2021,1,1,0,0
2021-01-19,145,False,True,199.0,62.0,2021,1,1,0,145
2021-01-20,103,False,False,145.0,199.0,2021,1,2,0,0
2021-01-20,95,True,False,103.0,145.0,2021,1,2,95,0
2021-01-20,188,False,True,95.0,103.0,2021,1,2,0,188
2021-01-21,83,True,False,188.0,95.0,2021,1,3,83,0
2021-01-21,157,False,True,83.0,188.0,2021,1,3,0,157
2021-01-21,178,False,False,157.0,83.0,2021,1,3,0,0
2021-01-22,132,True,False,178.0,157.0,2021,1,4,132,0
2021-01-22,170,False,True,132.0,178.0,2021,1,4,0,170
2021-01-22,184,False,False,170.0,132.0,2021,1,4,0,0
2021-01-23,82,False,False,184.0,170.0,2021,1,5,0,0
2021-01-23,197,True,False,82.0,184.0,2021,1,5,197,0
2021-01-23,152,False,True,197.0,82.0,2021,1,5,0,152
2021-01-24,130,False,False,152.0,197.0,2021,1,6,0,0
2021-01-24,86,True,False,130.0,152.0,2021,1,6,86,0
2021-01-24,154,False,True,86.0,130.0,2021,1,6,0,154
2021-01-25,65,False,False,154.0,86.0,2021,1,0,0,0
2021-01-25,72,True,False,65.0,154.0,2021,1,0,72,0
2021-01-25,124,False,True,72.0,65.0,2021,1,0,0,124
2021-01-26,53,False,False,124.0,72.0,2021,1,1,0,0
2021-01-26,151,True,False,53.0,124.0,2021,1,1,151,0
2021-01-26,75,False,True,151.0,53.0,2021,1,1,0,75
2021-01-27,60,True,False,75.0,151.0,2021,1,2,60,0
2021-01-27,69,False,True,60.0,75.0,2021,1,2,0,69
2021-01-27,84,False,False,69.0,60.0,2021,1,2,0,0
2021-01-28,51,False,False,84.0,69.0,2021,1,3,0,0
2021-01-28,60,True,False,51.0,84.0,2021,1,3,60,0
2021-01-28,153,False,True,60.0,51.0,2021,1,3,0,153
2021-01-29,98,False,False,153.0,60.0,2021,1,4,0,0
2021-01-29,78,True,False,98.0,153.0,2021,1,4,78,0
2021-01-29,81,False,True,78.0,98.0,2021,1,4,0,81
2021-01-30,106,True,False,81.0,78.0,2021,1,5,106,0
2021-01-30,144,False,False,106.0,81.0,2021,1,5,0,0
2021-01-30,83,False,True,144.0,106.0,2021,1,5,0,83
2021-01-31,138,False,False,83.0,144.0,2021,1,6,0,0
2021-01-31,88,True,False,138.0,83.0,2021,1,6,88,0
2021-01-31,127,False,True,88.0,138.0,2021,1,6,0,127
2021-02-01,168,True,False,127.0,88.0,2021,2,0,168,0
2021-02-01,144,False,True,168.0,127.0,2021,2,0,0,144
2021-02-01,180,False,False,144.0,168.0,2021,2,0,0,0
2021-02-02,168,False,True,180.0,144.0,2021,2,1,0,168
2021-02-02,74,True,False,168.0,180.0,2021,2,1,74,0
2021-02-02,145,False,False,74.0,168.0,2021,2,1,0,0
2021-02-03,112,False,False,145.0,74.0,2021,2,2,0,0
2021-02-03,165,True,False,112.0,145.0,2021,2,2,165,0
2021-02-03,131,False,True,165.0,112.0,2021,2,2,0,131
2021-02-04,196,False,False,131.0,165.0,2021,2,3,0,0
2021-02-04,174,True,False,196.0,131.0,2021,2,3,174,0
2021-02-04,144,False,True,174.0,196.0,2021,2,3,0,144
2021-02-05,147,False,False,144.0,174.0,2021,2,4,0,0
2021-02-05,127,True,False,147.0,144.0,2021,2,4,127,0
2021-02-05,94,False,True,127.0,147.0,2021,2,4,0,94
2021-02-06,125,False,False,94.0,127.0,2021,2,5,0,0
2021-02-06,182,True,False,125.0,94.0,2021,2,5,182,0
2021-02-06,151,False,True,182.0,125.0,2021,2,5,0,151
2021-02-07,133,True,False,151.0,182.0,2021,2,6,133,0
2021-02-07,86,False,True,133.0,151.0,2021,2,6,0,86
2021-02-07,184,False,False,86.0,133.0,2021,2,6,0,0
2021-02-08,168,False,False,184.0,86.0,2021,2,0,0,0
2021-02-08,119,True,False,168.0,184.0,2021,2,0,119,0
2021-02-08,54,False,True,119.0,168.0,2021,2,0,0,54
2021-02-09,119,False,False,54.0,119.0,2021,2,1,0,0
2021-02-09,131,True,False,119.0,54.0,2021,2,1,131,0
2021-02-09,77,False,True,131.0,119.0,2021,2,1,0,77
2021-02-10,59,True,False,77.0,131.0,2021,2,2,59,0
2021-02-10,197,False,False,59.0,77.0,2021,2,2,0,0
2021-02-10,157,False,True,197.0,59.0,2021,2,2,0,157
2021-02-11,160,False,False,157.0,197.0,2021,2,3,0,0
2021-02-11,66,True,False,160.0,157.0,2021,2,3,66,0
2021-02-11,185,False,True,66.0,160.0,2021,2,3,0,185
2021-02-12,108,True,False,185.0,66.0,2021,2,4,108,0
2021-02-12,57,False,True,108.0,185.0,2021,2,4,0,57
2021-02-12,200,False,False,57.0,108.0,2021,2,4,0,0
2021-02-13,166,True,False,200.0,57.0,2021,2,5,166,0
2021-02-13,165,False,True,166.0,200.0,2021,2,5,0,165
2021-02-13,67,False,False,165.0,166.0,2021,2,5,0,0
2021-02-14,149,True,False,67.0,165.0,2021,2,6,149,0
2021-02-14,57,False,True,149.0,67.0,2021,2,6,0,57
2021-02-14,183,False,False,57.0,149.0,2021,2,6,0,0
2021-02-15,178,False,False,183.0,57.0,2021,2,0,0,0
2021-02-15,92,True,False,178.0,183.0,2021,2,0,92,0
2021-02-15,193,False,True,92.0,178.0,2021,2,0,0,193
2021-02-16,149,False,False,193.0,92.0,2021,2,1,0,0
2021-02-16,192,True,False,149.0,193.0,2021,2,1,192,0
2021-02-16,163,False,True,192.0,149.0,2021,2,1,0,163
2021-02-17,182,False,False,163.0,192.0,2021,2,2,0,0
2021-02-17,84,True,False,182.0,163.0,2021,2,2,84,0
2021-02-17,151,False,True,84.0,182.0,2021,2,2,0,151
2021-02-18,181,False,False,151.0,84.0,2021,2,3,0,0
2021-02-18,161,True,False,181.0,151.0,2021,2,3,161,0
2021-02-18,137,False,True,161.0,181.0,2021,2,3,0,137
2021-02-19,56,True,False,137.0,161.0,2021,2,4,56,0
2021-02-19,103,False,True,56.0,137.0,2021,2,4,0,103
2021-02-19,57,False,False,103.0,56.0,2021,2,4,0,0
2021-02-20,59,False,False,57.0,103.0,2021,2,5,0,0
2021-02-20,182,True,False,59.0,57.0,2021,2,5,182,0
2021-02-20,52,False,True,182.0,59.0,2021,2,5,0,52
2021-02-21,161,False,False,52.0,182.0,2021,2,6,0,0
2021-02-21,73,True,False,161.0,52.0,2021,2,6,73,0
2021-02-21,102,False,True,73.0,161.0,2021,2,6,0,102
2021-02-22,91,True,False,102.0,73.0,2021,2,0,91,0
2021-02-22,179,False,False,91.0,102.0,2021,2,0,0,0
2021-02-22,54,False,True,179.0,91.0,2021,2,0,0,54
2021-02-23,166,False,False,54.0,179.0,2021,2,1,0,0
2021-02-23,65,True,False,166.0,54.0,2021,2,1,65,0
2021-02-23,176,False,True,65.0,166.0,2021,2,1,0,176
2021-02-24,102,True,False,176.0,65.0,2021,2,2,102,0
2021-02-24,71,False,True,102.0,176.0,2021,2,2,0,71
2021-02-24,115,False,False,71.0,102.0,2021,2,2,0,0
2021-02-25,179,True,False,115.0,71.0,2021,2,3,179,0
2021-02-25,60,False,True,179.0,115.0,2021,2,3,0,60
2021-02-25,137,False,False,60.0,179.0,2021,2,3,0,0
2021-02-26,62,False,False,137.0,60.0,2021,2,4,0,0
2021-02-26,172,True,False,62.0,137.0,2021,2,4,172,0
2021-02-26,84,False,True,172.0,62.0,2021,2,4,0,84
2021-02-27,179,False,False,84.0,172.0,2021,2,5,0,0
2021-02-27,102,True,False,179.0,84.0,2021,2,5,102,0
2021-02-27,135,False,True,102.0,179.0,2021,2,5,0,135
2021-02-28,177,False,True,135.0,102.0,2021,2,6,0,177
2021-02-28,69,True,False,177.0,135.0,2021,2,6,69,0
2021-02-28,143,False,False,69.0,177.0,2021,2,6,0,0
2021-03-01,71,False,False,143.0,69.0,2021,3,0,0,0
2021-03-01,81,True,False,71.0,143.0,2021,3,0,81,0
2021-03-01,114,False,True,81.0,71.0,2021,3,0,0,114
2021-03-02,86,False,False,114.0,81.0,2021,3,1,0,0
2021-03-02,176,True,False,86.0,114.0,2021,3,1,176,0
2021-03-02,157,False,True,176.0,86.0,2021,3,1,0,157
2021-03-03,173,False,True,157.0,176.0,2021,3,2,0,173
2021-03-03,65,True,False,173.0,157.0,2021,3,2,65,0
2021-03-03,185,False,False,65.0,173.0,2021,3,2,0,0
2021-03-04,161,False,False,185.0,65.0,2021,3,3,0,0
2021-03-04,105,True,False,161.0,185.0,2021,3,3,105,0
2021-03-04,97,False,True,105.0,161.0,2021,3,3,0,97
2021-03-05,192,False,False,97.0,105.0,2021,3,4,0,0
2021-03-05,89,True,False,192.0,97.0,2021,3,4,89,0
2021-03-05,121,False,True,89.0,192.0,2021,3,4,0,121
2021-03-06,76,False,False,121.0,89.0,2021,3,5,0,0
2021-03-06,114,True,False,76.0,121.0,2021,3,5,114,0
2021-03-06,56,False,True,114.0,76.0,2021,3,5,0,56
2021-03-07,78,False,True,56.0,114.0,2021,3,6,0,78
2021-03-07,141,False,False,78.0,56.0,2021,3,6,0,0
2021-03-07,68,True,False,141.0,78.0,2021,3,6,68,0
2021-03-08,116,True,False,68.0,141.0,2021,3,0,116,0
2021-03-08,68,False,True,116.0,68.0,2021,3,0,0,68
2021-03-08,133,False,False,68.0,116.0,2021,3,0,0,0
2021-03-09,148,False,True,133.0,68.0,2021,3,1,0,148
2021-03-09,123,True,False,148.0,133.0,2021,3,1,123,0
2021-03-09,97,False,False,123.0,148.0,2021,3,1,0,0
2021-03-10,136,False,False,97.0,123.0,2021,3,2,0,0
2021-03-10,87,True,False,136.0,97.0,2021,3,2,87,0
2021-03-10,174,False,True,87.0,136.0,2021,3,2,0,174
2021-03-11,75,False,False,174.0,87.0,2021,3,3,0,0
2021-03-11,71,True,False,75.0,174.0,2021,3,3,71,0
2021-03-11,114,False,True,71.0,75.0,2021,3,3,0,114
2021-03-12,109,False,False,114.0,71.0,2021,3,4,0,0
2021-03-12,96,True,False,109.0,114.0,2021,3,4,96,0
2021-03-12,70,False,True,96.0,109.0,2021,3,4,0,70
2021-03-13,146,False,False,70.0,96.0,2021,3,5,0,0
2021-03-13,126,True,False,146.0,70.0,2021,3,5,126,0
2021-03-13,100,False,True,126.0,146.0,2021,3,5,0,100
2021-03-14,149,True,False,100.0,126.0,2021,3,6,149,0
2021-03-14,109,False,True,149.0,100.0,2021,3,6,0,109
2021-03-14,186,False,False,109.0,149.0,2021,3,6,0,0
2021-03-15,87,False,False,186.0,109.0,2021,3,0,0,0
2021-03-15,125,True,False,87.0,186.0,2021,3,0,125,0
2021-03-15,149,False,True,125.0,87.0,2021,3,0,0,149
2021-03-16,166,False,False,149.0,125.0,2021,3,1,0,0
2021-03-16,163,True,False,166.0,149.0,2021,3,1,163,0
2021-03-16,119,False,True,163.0,166.0,2021,3,1,0,119
2021-03-17,86,True,False,119.0,163.0,2021,3,2,86,0
2021-03-17,89,False,False,86.0,119.0,2021,3,2,0,0
2021-03-17,56,False,True,89.0,86.0,2021,3,2,0,56
2021-03-18,70,False,False,56.0,89.0,2021,3,3,0,0
2021-03-18,150,True,False,70.0,56.0,2021,3,3,150,0
2021-03-18,103,False,True,150.0,70.0,2021,3,3,0,103
2021-03-19,179,True,False,103.0,150.0,2021,3,4,179,0
2021-03-19,200,False,True,179.0,103.0,2021,3,4,0,200
2021-03-19,175,False,False,200.0,179.0,2021,3,4,0,0
2021-03-20,184,False,True,175.0,200.0,2021,3,5,0,184
2021-03-20,102,True,False,184.0,175.0,2021,3,5,102,0
2021-03-20,167,False,False,102.0,184.0,2021,3,5,0,0
2021-03-21,165,False,False,167.0,102.0,2021,3,6,0,0
2021-03-21,56,True,False,165.0,167.0,2021,3,6,56,0
2021-03-21,159,False,True,56.0,165.0,2021,3,6,0,159
2021-03-22,69,False,False,159.0,56.0,2021,3,0,0,0
2021-03-22,134,True,False,69.0,159.0,2021,3,0,134,0
2021-03-22,106,False,True,134.0,69.0,2021,3,0,0,106
2021-03-23,190,False,False,106.0,134.0,2021,3,1,0,0
2021-03-23,174,True,False,190.0,106.0,2021,3,1,174,0
2021-03-23,109,False,True,174.0,190.0,2021,3,1,0,109
2021-03-24,60,False,True,109.0,174.0,2021,3,2,0,60
2021-03-24,108,False,False,60.0,109.0,2021,3,2,0,0
2021-03-24,61,True,False,108.0,60.0,2021,3,2,61,0
2021-03-25,177,False,True,61.0,108.0,2021,3,3,0,177
2021-03-25,156,True,False,177.0,61.0,2021,3,3,156,0
2021-03-25,129,False,False,156.0,177.0,2021,3,3,0,0
2021-03-26,81,False,False,129.0,156.0,2021,3,4,0,0
2021-03-26,109,True,False,81.0,129.0,2021,3,4,109,0
2021-03-26,188,False,True,109.0,81.0,2021,3,4,0,188
2021-03-27,97,False,False,188.0,109.0,2021,3,5,0,0
2021-03-27,114,True,False,97.0,188.0,2021,3,5,114,0
2021-03-27,109,False,True,114.0,97.0,2021,3,5,0,109
2021-03-28,181,False,True,109.0,114.0,2021,3,6,0,181
2021-03-28,70,False,False,181.0,109.0,2021,3,6,0,0
2021-03-28,116,True,False,70.0,181.0,2021,3,6,116,0
2021-03-29,177,True,False,116.0,70.0,2021,3,0,177,0
2021-03-29,54,False,True,177.0,116.0,2021,3,0,0,54
2021-03-29,120,False,False,54.0,177.0,2021,3,0,0,0
2021-03-30,193,True,False,120.0,54.0,2021,3,1,193,0
2021-03-30,62,False,True,193.0,120.0,2021,3,1,0,62
2021-03-30,66,False,False,62.0,193.0,2021,3,1,0,0
2021-03-31,94,True,False,66.0,62.0,2021,3,2,94,0
2021-03-31,101,False,True,94.0,66.0,2021,3,2,0,101
2021-03-31,117,False,False,101.0,94.0,2021,3,2,0,0
2021-04-01,144,False,True,117.0,101.0,2021,4,3,0,144
2021-04-01,110,True,False,144.0,117.0,2021,4,3,110,0
2021-04-01,112,False,False,110.0,144.0,2021,4,3,0,0
2021-04-02,94,False,False,112.0,110.0,2021,4,4,0,0
2021-04-02,157,True,False,94.0,112.0,2021,4,4,157,0
2021-04-02,167,False,True,157.0,94.0,2021,4,4,0,167
2021-04-03,178,False,False,167.0,157.0,2021,4,5,0,0
2021-04-03,118,True,False,178.0,167.0,2021,4,5,118,0
2021-04-03,73,False,True,118.0,178.0,2021,4,5,0,73
2021-04-04,120,False,False,73.0,118.0,2021,4,6,0,0
2021-04-04,185,True,False,120.0,73.0,2021,4,6,185,0
2021-04-04,181,False,True,185.0,120.0,2021,4,6,0,181
2021-04-05,117,False,False,181.0,185.0,2021,4,0,0,0
2021-04-05,65,True,False,117.0,181.0,2021,4,0,65,0
2021-04-05,64,False,True,65.0,117.0,2021,4,0,0,64
2021-04-06,128,True,False,64.0,65.0,2021,4,1,128,0
2021-04-06,181,False,True,128.0,64.0,2021,4,1,0,181
2021-04-06,195,False,False,181.0,128.0,2021,4,1,0,0
2021-04-07,185,False,False,195.0,181.0,2021,4,2,0,0
2021-04-07,153,True,False,185.0,195.0,2021,4,2,153,0
2021-04-07,141,False,True,153.0,185.0,2021,4,2,0,141
2021-04-08,70,False,False,141.0,153.0,2021,4,3,0,0
2021-04-08,73,True,False,70.0,141.0,2021,4,3,73,0
2021-04-08,51,False,True,73.0,70.0,2021,4,3,0,51
2021-04-09,184,True,False,51.0,73.0,2021,4,4,184,0
2021-04-09,82,False,False,184.0,51.0,2021,4,4,0,0
2021-04-09,178,False,True,82.0,184.0,2021,4,4,0,178
2021-04-10,69,False,False,178.0,82.0,2021,4,5,0,0
2021-04-10,117,True,False,69.0,178.0,2021,4,5,117,0
2021-04-10,106,False,True,117.0,69.0,2021,4,5,0,106
2021-04-11,69,True,False,106.0,117.0,2021,4,6,69,0
2021-04-11,176,False,True,69.0,106.0,2021,4,6,0,176
2021-04-11,131,False,False,176.0,69.0,2021,4,6,0,0
2021-04-12,89,False,True,131.0,176.0,2021,4,0,0,89
2021-04-12,198,True,False,89.0,131.0,2021,4,0,198,0
2021-04-12,157,False,False,198.0,89.0,2021,4,0,0,0
2021-04-13,141,False,False,157.0,198.0,2021,4,1,0,0
2021-04-13,177,True,False,141.0,157.0,2021,4,1,177,0
2021-04-13,98,False,True,177.0,141.0,2021,4,1,0,98
2021-04-14,184,False,False,98.0,177.0,2021,4,2,0,0
2021-04-14,175,True,False,184.0,98.0,2021,4,2,175,0
2021-04-14,124,False,True,175.0,184.0,2021,4,2,0,124
2021-04-15,67,False,False,124.0,175.0,2021,4,3,0,0
2021-04-15,166,True,False,67.0,124.0,2021,4,3,166,0
2021-04-15,60,False,True,166.0,67.0,2021,4,3,0,60
2021-04-16,200,False,False,60.0,166.0,2021,4,4,0,0
2021-04-16,188,True,False,200.0,60.0,2021,4,4,188,0
2021-04-16,187,False,True,188.0,200.0,2021,4,4,0,187
2021-04-17,196,True,False,187.0,188.0,2021,4,5,196,0
2021-04-17,81,False,True,196.0,187.0,2021,4,5,0,81
2021-04-17,177,False,False,81.0,196.0,2021,4,5,0,0
2021-04-18,72,False,False,177.0,81.0,2021,4,6,0,0
2021-04-18,162,True,False,72.0,177.0,2021,4,6,162,0
2021-04-18,198,False,True,162.0,72.0,2021,4,6,0,198
2021-04-19,177,False,False,198.0,162.0,2021,4,0,0,0
2021-04-19,178,True,False,177.0,198.0,2021,4,0,178,0
2021-04-19,130,False,True,178.0,177.0,2021,4,0,0,130
2021-04-20,183,True,False,130.0,178.0,2021,4,1,183,0
2021-04-20,93,False,False,183.0,130.0,2021,4,1,0,0
2021-04-20,154,False,True,93.0,183.0,2021,4,1,0,154
2021-04-21,192,False,False,154.0,93.0,2021,4,2,0,0
2021-04-21,142,True,False,192.0,154.0,2021,4,2,142,0
2021-04-21,170,False,True,142.0,192.0,2021,4,2,0,170
2021-04-22,109,True,False,170.0,142.0,2021,4,3,109,0
2021-04-22,76,False,True,109.0,170.0,2021,4,3,0,76
2021-04-22,85,False,False,76.0,109.0,2021,4,3,0,0
2021-04-23,83,True,False,85.0,76.0,2021,4,4,83,0
2021-04-23,153,False,True,83.0,85.0,2021,4,4,0,153
2021-04-23,129,False,False,153.0,83.0,2021,4,4,0,0
2021-04-24,131,False,False,129.0,153.0,2021,4,5,0,0
2021-04-24,149,True,False,131.0,129.0,2021,4,5,149,0
2021-04-24,162,False,True,149.0,131.0,2021,4,5,0,162
2021-04-25,116,False,False,162.0,149.0,2021,4,6,0,0
2021-04-25,86,True,False,116.0,162.0,2021,4,6,86,0
2021-04-25,160,False,True,86.0,116.0,2021,4,6,0,160
2021-04-26,112,False,False,160.0,86.0,2021,4,0,0,0
